state_abbr,data_year,Population,Aggravated Assault_rate,All Other Offenses (Except Traffic)_rate,Arson_rate,Burglary_rate,Curfew and Loitering Law Violations_rate,Disorderly Conduct_rate,Driving Under the Influence_rate,Drug Abuse Violations - Grand Total_rate,Drunkenness_rate,Embezzlement_rate,Forgery and Counterfeiting_rate,Fraud_rate,Gambling - Total_rate,Human Trafficking - Commercial Sex Acts_rate,Human Trafficking - Involuntary Servitude_rate,Larceny - Theft_rate,Liquor Laws_rate,Manslaughter by Negligence_rate,Motor Vehicle Theft_rate,Murder and Nonnegligent Manslaughter_rate,Offenses Against the Family and Children_rate,Prostitution and Commercialized Vice_rate,Rape_rate,Robbery_rate,Simple Assault_rate,"Stolen Property: Buying, Receiving, Possessing_rate",Suspicion_rate,Vagrancy_rate,Vandalism_rate,"Weapons: Carrying, Possessing, Etc._rate","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)_rate",Average Rate Per Year
AK,2015,738430,234.8225289,1763.877416,9.073304172,65.67988841,0.677112252,107.660848,428.3412104,164.1320098,10.83379603,9.750416424,5.281475563,31.14716358,0,0,0,343.9730238,148.9646954,0.13542245,48.88750457,6.364855166,24.51146351,1.083379603,15.97984914,39.8142004,589.087659,7.041967417,0,0.406267351,121.6093604,41.03300245,32.50138808,137.1829422
AK,2016,742575,248.4597515,1527.118473,6.867993132,72.45059422,1.615998384,99.38390062,412.4835875,135.4745312,15.08265158,10.90798909,12.92798707,31.78130155,0,0,0,323.3343433,104.3665623,0.67333266,68.00659866,5.521327812,26.25997374,1.750664916,17.50664916,37.97596202,579.0660876,11.04265562,0,0.538666128,137.8985288,41.88129145,37.84129549,128.0070548
AK,2017,740983,258.1705653,1449.021098,2.969028979,84.07750245,0,102.1615881,418.633086,135.4956861,5.803102095,10.39160143,15.25001248,29.55533393,0,0,0,317.9560125,88.12617833,0.269911725,93.6593687,6.207969684,21.45798217,0.674779313,17.0044387,39.00224432,604.3323531,14.17036558,0,0.269911725,135.4956861,49.79871333,34.54870085,126.9194587
AK,2018,736624,289.428528,1503.073481,5.837442169,81.72419036,0.678772345,114.4410174,427.3550685,141.9991746,6.380460045,7.330741328,20.90618823,27.28664828,0,0,0,324.7246899,80.36664567,0.543017876,98.55774452,5.158669823,23.62127761,0.271508938,20.22741589,49.82189014,671.0343405,16.29053628,0,2.307825974,149.7371793,52.53697952,35.70342536,134.1078987
AK,2019,733603,298.2539602,1562.834394,7.088302529,87.37696002,0,119.6832619,435.6579785,149.6722342,4.498345836,6.270421468,11.99558889,17.99338334,0,0,0,287.2125659,46.34659346,0.545254041,70.06514423,6.543048488,25.89956693,0.817881061,18.40232387,43.75663676,709.1028799,12.54084294,0,5.179913386,165.0756608,40.2124855,33.5331235,134.405121
AK,2020,732964,290.8737673,1351.908143,5.866590992,64.94179796,0,90.45464716,417.6194192,111.4652289,2.592214624,4.775132203,7.503779176,27.28646973,0,0,0,215.1538138,37.79176058,0.136432349,46.93272794,4.502267506,13.77966721,0.136432349,22.51133753,39.29251641,634.9561506,9.004535011,0.272864697,6.003023341,147.7562336,45.4319721,33.42592542,117.1733823
AK,2021,734923,100.554752,615.1664868,1.904961472,24.08415576,0,65.31296476,237.5759093,69.1228877,0,0.40820603,1.496755442,4.218128974,0,0.136068677,0,57.96525622,17.82499663,0.40820603,17.28072193,2.177098825,4.898472357,0,11.97404354,4.76240368,292.1394486,1.496755442,0,1.088549413,51.57002842,19.86602678,6.803433829,51.94311996
AK,2022,733276,258.1565468,909.0710728,5.727720531,58.3681997,0.136374298,71.59650664,440.0798608,113.3270419,0.545497193,4.091228951,6.000469128,14.18292703,0,0,0,144.9658792,18.27415598,0.136374298,44.04889837,7.500586409,17.04678729,1.227368685,17.59228449,26.86573678,525.0410487,9.546200885,0,0.545497193,134.7378068,39.82129512,27.95673116,93.43839023
AZ,2014,6732873,103.5664864,1142.513753,3.089320116,58.63767221,21.83317582,224.317316,409.7804904,449.0950594,0,2.316990087,17.18434315,31.13084117,0.089115003,0,0,545.7105756,215.5691931,0.26734501,23.8085584,2.688302601,37.62138392,13.2484305,4.50030767,23.9125259,386.4175071,17.65962317,0,4.50030767,162.1298961,35.57173884,24.32839592,127.7899566
AZ,2015,6832810,119.8189325,1186.217676,3.044135575,57.26780051,19.52344643,277.4993012,404.182174,433.2331793,206.4304437,2.780700766,14.8108904,28.39241835,0.219529008,0,0,524.0596475,184.0677554,0.307340611,24.60188414,3.044135575,53.05284356,9.644641077,4.624744432,25.1141185,391.0689746,17.73794383,2.70752443,5.51749573,153.1873417,41.76905256,22.37732353,136.0097869
AZ,2016,6944767,135.3825118,1121.664701,2.894265567,59.4836371,16.28564356,246.8765331,353.5755771,452.1965964,222.6712574,5.255755881,16.70322417,30.00820618,0.129593981,0,0,489.4908641,147.8667319,0.60477191,24.1044804,3.643030789,46.63943369,5.586940498,5.198158556,27.25793392,396.5575807,19.98627168,1.972708372,5.255755881,154.6776155,43.97555742,21.1958155,130.8755211
AZ,2017,7048088,154.4674244,1230.305297,3.362614088,61.44928951,17.2103413,243.5412271,365.1770523,526.497399,249.4577253,6.484028009,17.52248269,31.04388027,0.198635431,0,2.568072362,436.2317837,139.8251554,0.312141392,25.52465293,4.015273362,50.9074234,4.369979489,5.051015254,30.85943308,408.578894,20.72902608,2.128236764,8.768335469,157.8442267,46.62257338,20.1047433,137.779302
AZ,2018,7164228,145.7100472,1183.574839,6.002042369,56.53086418,9.505560125,239.1883675,297.491928,488.8733301,186.9845572,11.92033531,16.62426154,31.08499618,0.097707666,3.489559517,0,382.5394725,114.0667215,0.488538332,25.20857795,4.145596706,44.08011582,4.885383324,5.27621399,27.79085199,399.7918548,16.87550982,0.79561957,8.472650507,152.8706233,46.52280748,21.27235482,126.8439125
AZ,2019,7291843,139.457199,1043.535907,2.701648952,56.04893029,7.995235224,215.5696441,281.273198,445.9229306,164.0326047,6.952974714,12.71283542,30.34898036,0.013713954,0,0.013713954,376.1737602,92.85718302,0.562272117,24.83597082,4.731314155,38.38535745,4.333609487,4.690172293,28.04503608,384.8409792,14.63278899,0.479988393,6.267277011,148.1792737,45.79089265,20.22808226,116.1810798
AZ,2020,7186683,139.9393851,745.5873593,3.576058663,51.20582054,7.875677834,186.8873304,230.2313877,330.3053718,79.24379022,4.842289551,8.738384593,20.7467061,0.125231626,0.069573126,1.085340762,307.7497644,63.77072705,0.612243506,25.54725177,5.343216057,36.19194001,5.371045307,4.814460301,26.54910478,348.1717504,14.51295403,1.461035641,11.74394362,131.6601831,52.47205143,16.34968455,92.34777623
AZ,2021,7272487,46.87529864,418.4675751,1.498799517,17.11931558,3.410112662,128.8967584,192.7263672,137.5457942,0,0.756274985,2.777591765,8.841542102,0,0.013750454,0,113.537501,32.24481529,0.357511811,10.4365948,1.526300425,6.063950338,0.880029074,1.938814054,5.486431258,173.8469935,4.510149004,0,1.787559056,50.57417084,14.35547427,2.708839493,44.48981661
AZ,2022,7365684,111.6257499,752.3265999,2.457341368,37.07734407,3.109012008,155.6542475,236.814395,285.6082341,0.461600036,5.715694564,5.919341639,19.67230742,0,0.393717678,0,233.1351712,42.71157981,0.773858884,18.70837793,4.656729776,10.26381257,8.390259479,4.005059136,19.60442506,313.6843774,14.45894231,0,25.48303728,93.51473672,47.16466251,9.924400775,79.46177471
AR,2014,2968759,105.8354686,1861.383831,1.684205421,74.23977494,6.871558116,84.513428,236.9340186,381.3041072,201.5993888,1.48210077,25.29676542,43.35144752,0.269472867,0,0,438.8365644,65.24611799,0.269472867,14.14732553,2.96420154,9.364182138,7.477872067,8.387342994,20.0083604,363.2831092,39.17461808,0,18.29047087,43.31776342,30.8209592,4.210513551,131.9536917
AR,2015,2979732,125.2461631,2009.50958,2.48344482,68.42897281,10.50430039,80.24211573,239.1490241,430.9783564,237.9744219,1.845803582,23.79408618,39.56731679,0.033560065,0,0,472.6599573,66.34824877,0.234920456,12.75282475,4.631288988,7.65169485,7.282534134,9.363258172,19.96823875,383.8264649,42.92332331,0,24.86800826,46.64849054,29.76777777,4.631288988,142.0424344
AR,2016,2991815,131.3249649,2081.846638,1.570952749,74.73724144,12.1999522,88.24075018,227.5207525,531.216001,230.3952617,2.139169701,28.57797023,37.86998862,0.267396213,0,0,391.5683289,61.36743081,0.334245266,17.01308403,4.746282775,12.16652768,9.425716497,9.960508922,19.15225373,409.3836016,48.09789375,0,29.84810224,50.73843135,35.56369628,4.144641296,146.8199285
AR,2017,3003855,127.8024405,1846.99328,1.364912754,70.6758482,10.38665315,84.49142851,202.6396081,592.1723918,209.9968208,1.731108858,28.09722839,29.89491836,0.499358325,0,0,328.0451287,49.60292691,0.46606777,20.24065742,4.660677696,10.25349093,5.659394345,9.521098721,18.47625801,388.6672293,59.25718785,0,10.7195587,51.80010353,37.11896879,2.163886073,135.5935043
AR,2018,3012161,140.7959269,1983.426517,2.290714208,66.86229587,10.22521705,82.20012144,211.4760798,641.034792,210.0485333,1.560341562,29.58009217,31.57201756,0.232391296,0,0.033198757,380.8229374,46.14627173,0.365186323,21.5127943,4.880217226,15.7694094,4.44863339,9.096459319,17.92732859,417.4079672,62.11487367,0,12.05114866,55.10993602,39.44012289,3.353074421,145.218858
AR,2019,3020985,146.4423028,1887.33145,2.217819685,65.83945303,9.798128756,90.30167313,216.5187844,632.0455083,191.3945286,1.655089317,28.96406305,30.48674522,0.794442872,0,0,381.0346625,44.95222585,0.264814291,20.68861646,5.461794746,14.36617527,2.681244693,10.16224841,16.91501282,421.9484704,61.83413688,0,11.12220021,63.52232798,37.47122213,2.747448266,141.902019
AR,2020,3014348,159.3711144,1379.601824,2.222702886,58.42059377,7.066204698,70.03172825,174.9300346,530.5624964,98.16384837,0.962065428,20.99956608,21.92845683,0.29857203,0,0,299.8658416,33.20784462,0.563969389,19.24130857,6.568584649,10.91446641,0.563969389,9.687003624,14.82907747,387.2810969,59.08408717,0,10.38367169,53.70979064,35.86181821,2.952545625,111.9120737
AR,2021,3028443,161.8983748,1567.604211,2.311418772,55.7051924,5.646465857,77.30044779,173.7856714,546.2542963,0,0.858526972,16.60919489,16.9063773,0.297182414,0.033020268,0,231.4390596,35.0675248,0.297182414,22.05753914,6.273850952,10.8966885,1.783094481,9.509837233,11.49105332,387.5258673,55.40800999,0,7.099357657,56.26653696,38.23747054,3.467128158,112.9687284
AR,2022,3046404,151.1946544,1453.254394,2.100837578,54.72025378,3.873419284,82.22809581,195.8702785,480.4681191,0,0.492383807,17.6273403,16.67539827,0.164127936,0,0,262.9329531,32.10342423,0.525209394,19.89230581,6.33533832,8.009443265,0.853465266,9.552245861,11.12787404,376.8049149,55.60654463,0,6.79489654,48.51621781,33.44927331,3.479512238,107.5694491
CA,2014,38586706,226.6791055,776.2181099,2.734102258,125.8231268,8.386307968,16.40461355,403.0196306,594.3705068,233.3990364,2.718552861,13.54352455,17.05509664,0.738596345,0,0,185.2762451,41.03744953,0.619384303,35.69364019,3.698164855,0.818934894,23.72837941,6.338970733,38.35777016,202.7796827,45.10620834,0,21.03055907,44.57493729,63.53224346,25.24962872,101.9010487
CA,2015,38904296,226.5816608,774.5494225,3.05621775,113.8486094,4.93261721,12.10920254,364.828604,533.2495928,202.7668101,2.516431604,12.52817941,16.85932063,0.658025016,0,0,167.482789,31.70601005,0.678588298,44.85108791,3.698820305,0.627180093,20.91799836,6.369476523,40.88237453,210.4394846,42.07504487,0.020563282,19.30121033,44.22390782,67.2342201,24.25439083,96.55638196
CA,2016,39149186,222.7632523,732.4852169,3.358945956,104.6177563,3.713998038,10.06406621,333.3632531,561.3960914,179.3472794,2.459821259,12.87893955,16.23277684,0.679452186,0,0,140.0693235,22.7999632,0.572170262,47.56420734,3.680791728,0.625811224,19.43079991,6.559523358,40.6010996,207.1358521,42.22820878,0,16.85603374,44.10564245,70.95166679,23.61990362,92.58586603
CA,2017,39337785,224.9364066,740.270455,4.003784148,97.21187911,2.539543088,9.075244069,314.219522,542.3157405,162.0604719,2.534458918,11.3326157,17.65732361,0.729578445,0,0,119.8059321,18.32334993,0.678736741,49.75114893,3.81821193,0.58976376,17.97000009,6.52553264,43.21799003,205.4131924,44.33650751,0,17.53021936,43.16969041,72.91208694,23.71511258,90.21433866
CA,2018,39437463,227.9837321,748.3163914,3.8922382,89.5341569,1.668464323,8.816490047,323.4538692,557.5891127,148.8838164,2.34548556,10.47734739,15.55120318,1.021871006,0,0,108.1281522,15.18099681,0.616165396,45.7864138,3.590494652,0.682092558,16.28400894,6.463397506,42.38355799,208.3627945,41.28815284,0.00253566,18.49510452,42.33030913,72.02795981,22.65865834,89.800483
CA,2019,39437610,221.1898743,708.1818599,4.062112283,86.71164404,1.807918888,8.92549016,315.7696422,558.5277607,141.1038854,2.522972361,9.769861815,17.5492379,1.44532085,0,0,104.2000263,13.74576198,0.720124774,38.86138131,3.42819963,0.758159534,14.8639839,5.674786073,40.85693834,205.981042,39.13269592,0,12.19647945,43.44330196,71.23910399,22.7143582,86.94786852
CA,2020,39503200,211.927135,502.3820855,5.222361733,66.74649142,0.999918994,6.774134754,243.833411,473.8249053,91.4027218,1.731505296,7.004495838,12.84706049,1.711253772,0,0,72.04985925,6.999432957,0.660705968,41.69029344,4.042710464,0.789809433,11.28009883,5.247676138,34.68832905,175.8110735,37.23495818,0,8.391725227,44.67486178,72.1966828,18.53520727,69.7000292
CA,2021,39145060,19.35365535,165.8446813,0.669305399,5.257368363,0.13539384,28.9206352,53.26087123,52.89045412,0,0.214586464,1.208326159,4.212536652,0.181376654,0.03320981,0.002554601,13.02590927,1.103587528,0.005109202,4.863959846,0.426618327,0.20181346,0.978412091,0.651423194,4.291729276,33.06930683,6.652180377,0,1.221099163,6.935741062,12.82409581,0.70762441,13.52076016
CA,2022,39040616,180.0432657,511.9283979,5.722245776,48.11911779,0.486672649,65.26792508,251.2357899,306.9623697,37.61979575,1.890339025,5.873370441,15.781001,0.924678033,0.069158745,0.02049148,77.91885251,6.044986585,0.448251124,34.55119663,3.685904956,0.665973098,10.60690231,4.997359673,33.22949617,190.6578523,42.07925408,0,6.285761475,46.85120747,80.83376553,13.61658843,64.01348295
CO,2014,5352637,82.78162707,1956.960653,4.222217946,50.38637965,30.02258513,184.6005997,524.9375214,249.5779183,5.081607439,1.718778987,11.02260437,36.54273585,0.242870944,0,0,522.9198244,236.8738997,0.149459042,29.44343134,2.447391818,61.11006594,6.520150722,8.705989216,17.39329605,317.1894526,5.978361693,0,10.48081534,99.67049886,40.59681237,9.808249653,145.3995419
CO,2015,5454328,88.46186001,1845.06689,3.410135951,45.06512993,24.45764171,167.4633429,488.1077926,269.0157248,11.8988077,1.925076746,10.89043417,40.33494135,0.018334064,0,0,496.779805,213.7935232,0.055002193,39.89492381,1.943410811,61.38244711,11.77046925,8.782016776,18.4624027,330.7831872,7.956983885,0,5.958570882,100.1773271,41.61832585,9.112029933,140.1479528
CO,2016,5543844,97.09869181,1947.24094,4.401278247,48.25171848,22.83614041,146.54092,448.4794305,281.3390853,14.64687679,1.966144791,13.34813894,47.11532287,0.072152102,0,0,466.7519505,177.6925902,0.090190128,48.79285925,2.813931994,59.02041977,9.289583185,8.225339674,17.78549324,326.939214,9.75857185,0.018038026,8.69432834,102.1132629,43.90455431,8.351605853,140.7606056
CO,2017,5617421,109.0714048,2033.317424,5.109106118,43.27608702,20.31181213,140.972165,445.5781399,300.1377322,8.633855287,2.260823962,13.47593495,46.42699915,0.338233506,0.035603527,0.035603527,399.809806,162.3164794,0.267026452,50.69942239,3.346731534,62.60880215,9.399331117,8.153207673,21.37991794,318.0107028,9.399331117,0.124612344,10.7700669,102.1821224,42.49280942,8.402432362,141.2368944
CO,2018,5697155,116.7424794,1783.135618,4.089760591,43.46028851,15.00749058,137.3317033,399.8838017,319.1592997,6.494469608,2.123867088,13.62083356,48.88404827,0.122868344,0.070210482,0,386.3858364,139.4906756,0.140420964,48.19949606,3.791366041,49.8494424,7.49496898,10.42625661,22.09874929,320.7214829,10.74220378,0.017552621,9.566178206,96.66228144,43.89910403,9.847020135,130.6277347
CO,2019,5758486,117.8955719,1612.159863,3.872545666,46.6789361,9.342733489,114.9607727,369.2289953,298.4985984,6.564225388,1.371888375,14.11829429,52.72219121,0.225753783,0.017365676,0,383.8682598,112.6164065,0.468873242,55.43123661,3.143187289,41.41713638,6.460031335,10.10682322,21.53343778,318.4864911,11.23559213,0,8.179233222,98.70650028,44.42139826,8.752300518,121.693053
CO,2020,5785219,126.0799289,1058.940033,5.444910556,50.1450334,5.773333732,85.14802983,286.7307184,183.9169788,3.508942358,1.244550984,9.420559533,36.07469311,0,0.086427152,0,285.4861674,70.40355776,0.449421189,62.76339755,4.6152099,37.37110039,2.264391374,8.452575434,21.77964222,294.4227349,13.22335421,0,6.862315843,100.5493483,43.00615067,6.257325781,90.65873654
CO,2021,5811596,115.2351265,1084.435326,5.282542007,42.9830291,2.770323333,76.03763235,297.5774641,177.6792468,0,1.256109337,6.50423739,28.71844498,0.034413954,0.068827909,0,221.5398317,52.18876192,0.412967453,70.58302057,4.009225693,38.31993828,3.613465217,7.898002545,20.40747499,280.5769706,16.93166559,0,1.531420973,96.82366083,43.87779192,6.727928094,87.22660807
CO,2022,5841039,121.9817228,1187.100446,5.324395197,43.21149028,2.088669499,73.46295753,276.5775062,187.3981667,0,1.284018134,6.454331156,24.22514214,0,0.18832266,0,215.6465656,37.56181049,0.547847737,68.58368862,4.742306977,38.89718935,2.516675544,7.104900344,18.18169678,285.5827533,19.20891129,0,2.859080379,90.22367425,39.03415129,6.899457442,89.25444767
CT,2014,3595697,71.61337565,826.7938038,7.898329587,66.94112435,0.194677138,337.903889,248.6305159,271.8249063,0.055622039,4.588818246,19.07835949,27.17136622,0.389354275,0,0,386.8512836,10.23445524,0.333732236,16.15820243,2.614235849,39.0188606,9.761667905,6.75807778,32.511082,520.8725874,7.953951626,0,0.723086511,56.98477931,31.59331835,10.90191971,97.30178653
CT,2015,3588561,59.88472817,773.3740628,2.173573195,54.42292886,0.027866323,313.7469309,243.2451336,244.053257,0.250796907,4.542210652,17.24925395,23.88143883,0.334395876,0,0,352.3696546,6.632184879,0.334395876,17.50005086,2.591568041,38.59485738,7.356709277,5.601130927,31.2381481,481.725126,6.632184879,0,0.863856014,51.94282611,29.5383024,11.67598935,89.73495361
CT,2016,3579830,69.05355841,756.3766995,2.737560163,54.97467757,0.11173715,326.8590967,242.6930888,259.1184498,0.223474299,4.665025993,15.78287237,25.97888727,0.53075146,0,0,342.5302319,6.452820385,0.391080023,24.3586986,1.843662967,41.48241676,6.005871787,6.396951811,28.80025029,514.8009822,10.41948919,0,1.005634346,58.41059492,33.80048773,9.972540596,91.79927719
CT,2017,3575324,69.83982431,797.1864927,2.097711984,54.93208448,0.083908479,299.6931187,233.5452675,253.5434551,0.139847466,3.915729036,17.39702472,25.5920862,0.195786452,0.139847466,0.027969493,309.6222888,4.447149405,0.391572904,25.64802519,2.321467929,42.68144649,5.090447747,5.370142678,29.70360169,524.7076908,19.4947367,0,0.671267835,61.7286713,35.29750031,9.901200563,91.46475369
CT,2018,3574561,63.50430165,845.1107702,2.126135209,45.32025051,0.027975463,302.3588071,214.8795335,229.706529,0.363681023,3.916564859,15.6942349,26.10110724,0.279754633,0.027975463,0,279.1671481,2.741595402,0.25177917,22.18454238,2.014233356,41.23583288,5.20343617,5.818896362,25.0660151,501.6560075,19.41497152,0,1.146993995,47.36245933,31.55632258,10.32294595,88.53421937
CT,2019,3566022,55.24363002,831.2904407,1.766674462,38.95096553,0.252382066,297.5864983,213.4871854,199.185535,0.30846697,3.44922157,12.14238162,23.30327743,0.336509421,0.028042452,0,271.058339,2.411650854,0.196297162,17.24610785,2.215353691,42.42822955,3.309009311,5.664575261,21.39639071,456.4750302,9.674645866,0,1.233867879,47.75629539,30.20172057,8.861414764,83.78903674
CT,2020,3577586,49.36289442,502.3499086,1.900723001,32.20048379,0.027951809,247.3176047,144.7903698,121.4226576,0,2.152289281,8.273735418,15.84867562,0.195662662,0.027951809,0,194.2930233,1.677108531,0.531084368,18.53204926,2.934939929,47.90940036,1.229879589,5.338795489,16.91084435,421.0380966,9.280000537,0,1.20192778,43.12964105,29.04192939,8.189879992,62.16482287
CT,2021,3603691,45.39789899,593.2528621,1.359717023,27.72157768,0.027749327,240.9196571,172.1845741,96.9838979,0,1.831455583,5.93835598,12.45944783,0.27749327,0.083247981,0,157.7826734,2.247695488,0.388490578,19.17478496,2.996927317,59.79979971,0.887978464,3.662911165,14.51289803,419.3200804,6.798585117,0,4.273396359,45.00940841,33.43793905,7.52006762,63.75005068
CT,2022,3608706,43.81071775,668.1342287,1.967464238,25.27221669,0.110843056,246.6535096,173.5525144,85.2383098,0,1.856621182,6.262632644,12.13731459,0.471082987,0,0,176.7946738,0.859033681,0.49879375,19.4252455,2.133728821,48.74323372,0.886744445,4.738540629,15.96140001,417.6566337,6.567451048,0,0.360239931,43.11794865,40.90108754,8.174675355,66.20280278
DE,2014,933131,159.8918051,569.8020964,3.429314855,112.0957293,6.965795799,177.1455455,35.68630771,662.2864314,51.43972283,21.8618822,29.14917627,203.7227356,0.642996535,0,0,730.2297319,142.1022343,0,13.61009333,2.036155695,20.8973874,6.85862971,8.466121048,58.29835254,734.7307077,47.6889097,0,52.61854981,82.83938697,42.54493742,14.78892031,128.7686986
DE,2015,942065,171.4319076,541.5762182,3.396793215,106.7866867,6.79358643,131.3072877,40.97381815,610.6797302,39.06312197,22.9283542,33.43718321,181.9407366,0,0,0,660.4639807,95.32250959,0,11.67647668,5.625938762,21.01765802,10.6149788,8.067383885,53.60564292,719.5894126,42.14146582,0,44.79521052,92.13801595,35.56017897,12.73797456,119.4732985
DE,2016,949989,169.8967041,588.2173373,2.736873795,111.8960325,4.947425707,138.7384486,37.36885374,451.4789119,36.63200311,20.8423466,30.63193363,189.160085,0.105264377,0,0,629.9020304,93.6852953,0.105264377,12.84225396,3.473724433,20.52655347,9.36852953,6.105333851,55.6848553,699.2712547,49.57952145,0,35.05303746,93.6852953,41.05310693,13.68436898,114.408795
DE,2017,957942,143.7456547,598.4704711,3.340494518,95.72604604,3.340494518,131.845143,35.3883638,419.1276716,38.1025156,22.548338,27.76786068,186.9633026,2.087809074,0.104390454,0,517.463479,62.73866267,0.104390454,13.67514943,4.384399055,17.01564395,8.45562675,7.829284028,48.0196087,643.4627566,41.65179103,0,23.38346163,78.18844982,35.3883638,10.75221673,103.9055432
DE,2018,966985,151.501833,549.9568246,2.481941292,70.42508415,3.205840835,124.2004788,44.26128637,382.9428585,35.67790607,16.54627528,20.37260144,138.6784697,0.930727984,0,0,463.2957078,72.700197,0,11.68580692,2.999012394,19.02821657,12.82336334,7.549238096,40.43496021,630.7233308,33.09255056,0,17.06334638,78.18115069,33.19596478,11.06532159,95.96839662
DE,2019,976668,145.1875151,634.6066422,2.559723468,79.55620538,3.788390733,117.6448906,46.38218924,390.8185791,36.757629,16.58700807,23.75423378,134.6414544,2.047778774,0.102388939,0,454.9140547,55.29002691,0.204777877,19.86345411,1.126278326,16.07506338,8.498281914,7.372003588,41.16035336,654.879652,38.0886852,0,23.44706697,87.13298685,33.17401614,9.726949178,99.52865417
